
《16.将进酒》

01.IW-ST-1 客将至
"克洛丝": 我就猜到年一路上鬼鬼祟祟的，准没好事。
"乌有": 那意思是，我们果然还是先留在这里？
"克洛丝": 既然这么巧遇上了鲤先生，自然是要帮忙的。合同上是这么写的嘛。
"乌有": 原来如此，恩人秉公办事，兢兢业业，令人钦佩。
"克洛丝": ......可毕竟鲤先生是个聪明人。客栈偶遇之后，他一直没开口请求罗德岛的协助，也许本来就是在暗示我们不必掺和此事。
"克洛丝": 但如果事情真的和年有关......再加上那个太合和左乐说的话......
"克洛丝": 总之，到时先去约定好的地点瞧瞧。虽然我想年多半不会守约，但夕不是那样的人。说不定能见她一面。
"乌有": 说的是，夕小姐应该会透露一些线索吧。
"克洛丝": 唉。
"克洛丝": 不管怎么想，有些事情也实在是——
"乌有": ——实在是太巧了？
"克洛丝": 小乌有，你选那家客栈落脚，总不能是别有用心吧？
"乌有": 恩人说笑了，就算我别有用心，我也没能耐指使钳兽掀了我的车，再恰巧撞上恩人啊。
"克洛丝": 那究竟是谁，能让这件事巧得不能再巧了呢？
"克洛丝": 唔......
(震动)
"乌有": ......恩人，您刚才应该是开玩笑的吧，是开玩笑的吧？不是真怀疑我吧？恩人！？

"杜小姐": 爹。
"郑掌柜": ......怎么。
"杜小姐": 这件事不是应该全部交给我负责吗？
"郑掌柜": 总得有人收拾烂摊子。
"杜小姐": ......！
"杜小姐": 爹能做到的，我分明也能——
"郑掌柜": 错了。
"郑掌柜": 你就算能，也不能。只要你还是杜遥夜，不是杜镖头，就绝对不行。
"杜小姐": 为什么！？
"郑掌柜": 爹为什么在客栈时没有瓮中捉鳖，还特地制止你？你难道猜不到？
"杜小姐": 是那个身手了得的卡特斯，和那个叫乌有的——
"郑掌柜": 那看来你还没到火候。
"杜小姐": ......什么火候？
"郑掌柜": 识人的火候。
"杜小姐": 爹！
"杜小姐": 您究竟是想让我继承您的位置，还是想让我一辈子当那个不谙世事的杜大小姐？
"郑掌柜": ......镖师多结仇。你不明白。
"杜小姐": 所以我要当那个纨绔可笑、不明事理的大小姐？
"杜小姐": 我要让所有人相信，那个郑大镖头已经是个踏踏实实做生意的老头子，而我，不过是扶不上墙的继承人？
"杜小姐": 可那终归不是我。
"郑掌柜": ......夜儿。
"杜小姐": 您知道现在镖局年轻人对您有多大意见吗？
"郑掌柜": 他们懂什么。
"杜小姐": ......您又懂什么？
"郑掌柜": ......
"杜小姐": 火急火燎想当甩手掌柜，却看不到多少年轻一辈早就对镖局现状怨声载道。
"郑掌柜": ......那你凭良心告诉爹，和那群不成器的徒弟一起自立门户，就是你真正想做的事情了吗？
"郑掌柜": 现在这个你，就是你了吗？
"杜小姐": 我只知道，这件事，爹是让我办的。办成了，就能服众，还能做成一件大事。
"郑掌柜": 我怕你做不好这件事。
"郑掌柜": 更怕你存心做不好这件事。
"杜小姐": ......我不懂爹在说什么。
"杜小姐": 那如果爹您改了主意，请赶紧告诉我，如果没有，那么......
"杜小姐": 就请您别管我的事了。

"街头青年": ......杜小姐，情况怎么样？掌柜的怎么说？
"杜小姐": 哼，能怎么样？
"杜小姐": 郑老头让人给耍了，那伙人早早做好了调包。
"街头青年": 我看用不着咱们故意把事儿弄砸，掌柜的自己就能玩脱咯......
"杜小姐": ......我看未必。
"杜小姐": 他意识到我们的想法了。
"街头青年": 啊、啊？
"街头青年": 他知道了？那怎么办？师傅们要是罚我们禁足，不就什么都做不了了？
"杜小姐": ......要迅速解决问题，很麻烦。可要是迅速制造问题，总是不难的。

"老鲤": 早年游览尚蜀就感叹过一番，尚蜀百姓实在是有本事。
"老鲤": 从新峦区到流云区，需要绕过多少座奇峰险峻？城区分散在山峦之中，烟火更是遍布山间，奇景奇景，妙哉妙哉。
"老船夫": ......先前抢你物件的那件事，你弄明白了？
"老鲤": 我也不傻。
"老鲤": 只是我相信梁洵，所以信得过慎师傅。
"老船夫": 唉，你算活成人精了。
"老鲤": 梁洵是这么说我的？
"老船夫": 是我自个儿以为的。咋会想到梁大人？
"老鲤": 他以前说过我，说我装模作样，算天天不准，测地地不灵，唯独谁都说叵测的人心，我每一次都能蒙得准。
"老船夫": 这就叫活成人精了。
"老鲤": ......经验罢了。
"老船夫": 接着走吧。这座昏谭峰就这么点大，一路走来，确实没见着过什么亭子。
"老船夫": 取江峰不远，可为什么要选那座山头？要找人，直接去人家最多的地方不好吗？
"老鲤": 取江峰以前叫什么？
"老船夫": 攥江峰。名字难写难记，后来要开发成景区，就改名了。
"老鲤": 那就是了。
"老鲤": 我做了一个怪梦，梦里，我在那山峰顶上寻人。
"老船夫": ......还有这种神奇的事儿？是鲤小子你以前来尚蜀的时候听说过这个古名？
"老鲤": 也许吧......或者说......
"老鲤": ......指不定是有仙人指路呢。
"老船夫": ......你会用法术吧。
"老船夫": 现在是叫源石技艺了？文绉绉的名字，这类东西，搁在很久以前，不就和神仙鬼怪差不多。
"老鲤": 这就不对咯，慎师傅。符箓为人驱使，乃人定胜天之道。

"老鲤？": 人定胜天之道？
"老鲤？": 我喜欢这句话。

(震动)
"老鲤": ......！
"老船夫": 好吧，源石技艺，源石技艺，真是不太懂现在这些源石研究的门道......嗯？干嘛愣在原地？
"老鲤": 刚才......我说了什么吗......
"老船夫": 人定胜天？
"老鲤": ......不......
"老鲤": ......没什么，当我发白日梦了吧。

"梁洵": ......取江峰，攥江峰。
"梁洵": 我们分明几次探寻，可还是毫无线索。
"太合": ......理所当然。
"梁洵": 司岁台还是下定了决心。
"太合": 是。
"梁洵": 可她......在尚蜀的她，真在历史上有过什么大是大非吗？
"太合": ......
"梁洵": 她当年又为何愿意为大炎出力，参军戍边数十载？
"太合": 岁月悠悠，绝非常理。
"太合": 可眼下之事似乎事与愿违，梁先生。
"梁洵": ......如果她是影子，那从龙门带来的酒盏，就是火光了。
"梁洵": 呵......先有光还是先有影，真是个无意义的难题。
"太合": 难在解题人。
"梁洵": 司岁台亲自找我，晓之以理动之以情，我当然明白轻重。
"太合": 你本答应左将军，酒盏抵达尚蜀后，便佯装遭劫，送与左公子。
"梁洵": ......以此瞒过某些人的眼。
"太合": 不错。
"梁洵": 可我总不能一五一十地告诉老鲤他一个外人。
"太合": 那你就不该选那个龙门人来替你做这件事。
"梁洵": 只是碍于身份，不可贸然行事，万一影响尚蜀的早春烟火，得不偿失。
"梁洵": 既然我在尚蜀为官，一砖一瓦，都是大事。
"太合": 可那个龙门人不是你的朋友吗？
"梁洵": 是我的朋友。但也是外人。
"太合": ......人多眼杂，不怨梁先生。
"太合": 酒盏如今？
"梁洵": ......
(震动)
"梁洵": 既要托我那友人，酒盏自然在他的身上。
"太合": 梁大人打算假手于人，让那龙门人找出令之所在？
"梁洵": 不错。
"太合": 唔......
"太合": 传言那盏能附灵于周遭器物，当真无事？
"梁洵": ......太合先生，我也有一事相问。
"太合": 请说。
"梁洵": 你我放下官阶立场，平心而论。
"梁洵": 这次司岁台可是绕过礼部，激进行事，大有越俎代庖之嫌。事后礼部反应过来，免不了一番唇枪舌剑。
"梁洵": 你既是肃政院副监察御史，对此作何想？
"太合": 将军于我有恩，太合知恩图报而已。
"梁洵": ......那就是私情了。
"太合": 不错，私情。
"梁洵": 肃政院监察御史，体察百官，肃整朝仪，似乎与私情这个词，相去甚远。
"太合": ......
"梁洵": 那若是肃政院得知此事详情后，觉得礼部才合情理，司岁台大错特错，私情又怎么办？
"太合": 取忠舍义。
"梁洵": 嗯......太合先生回答得很果断。
"太合": 当然。
"太合": 教我这四个字的，正是将军。
"梁洵": ......大丈夫，当如是。
"太合": 不过梁先生大可不必担忧。
"太合": 左将军既然是大炎军人，绝不会擅行有违律法之事。
"梁洵": ......是有人让司岁台如此作为？哪怕越过礼部那些人？
"梁洵": 也对......谁能让平祟侯左宣辽不去劳心边疆事务，特地来操劳这区区一件酒盏？
"太合": 说小不小，说大不大。
"太合": 至于是谁，心知肚明便是。
"梁洵": ......嘶......
"太合": 梁先生保重身体。
"梁洵": ......今年尚蜀的早春，还是比预想的冷些。

"老船夫": 到了。
"老船夫": 取江峰周边，除了一些散户，就这一个镇子。
"老鲤": ......这儿是个怎么样的地方？
"老船夫": 早在尚蜀城市尚未建立的时候，这里临近边疆，山脉矿藏丰富，有许多铁匠和雕石匠。
"老鲤": 现在呢？
"老船夫": ......世道太平，移动城市也开进了群山之中，除了被当作景点保留下来的些个大锻炉，剩下的都成了民宿了。
"老鲤": 慎师傅，那这取江峰上......？
"老船夫": ......这就没印象了。
"老鲤": 唔......也许只是个观棋饮酒的去处？
"老鲤": 毕竟若是什么名胜之地，那也轮不到我来找了，多半还得是那种地处偏僻、无人问津的......
"老船夫": ......尚蜀山水我也算熟稔得很了，还从未听说过取江峰有什么无人问津的亭子的。
"老船夫": 取江峰的山顶，只有偌大一片空地。传说有神人在此悟得临渊忘水之道，所以人称“忘水坪”。
"老鲤": ......是吗。
"老鲤": 那这找人的活儿，可难办多了......不如从酒铺下手？可梁洵又说不知道那人模样，问了也白问......
"老鲤": 慎师傅，有何高见？
"老船夫": 找人嘛，自古以来都只有一个方法最简单。
"老船夫": 就是让那个人来找你。
"老鲤": 有道理，可惜这道理有些缺乏能动性。
"老鲤": 不过我倒是有个想法——
"老鲤": ......唔。
"挑山人": ......怎么？
"挑山人": 有事？

"梁洵": ......宁小姐。
"宁小姐": 梁大人有雅兴，这会还看闲书。
"梁洵": 闲书总是多多益善的。
"宁小姐": ......
"梁洵": 宁小姐有话便说就是。
"宁小姐": 梁大人最近，是不是遇上了什么麻烦？
"梁洵": 唔......宁小姐是指？
"宁小姐": 你的那位龙门朋友。
"梁洵": ......是有些麻烦事，瞒不过宁小姐的眼，私事罢了。
"宁小姐": 关于什么的？
"梁洵": 找人。
"宁小姐": 唔......找什么人？
"梁洵": 一位我与他的故友，是个武林中人。
"宁小姐": ......只是个武林中人？
"梁洵": 姓槐。
"宁小姐": 就这件小事？
"梁洵": 我一早就说了，是一件......小事，不劳宁小姐费心。
"宁小姐": 梁大人可不该瞒我。
"梁洵": 我有什么好瞒你的。
"宁小姐": ......好吧。
"梁洵": ......
眼前的女子在房间踱步，扫视书架，仿佛有一种失落的情绪笼罩四周。
所幸很快，她又提起了兴致。
她的情绪总是这般变化很快。
"宁小姐": ......梁大人手里那本闲书，是本历史传记？
"梁洵": ......说的是过去在这尚蜀三山地界，发生的一场天灾。
"宁小姐": 梁大人很喜欢那段历史。
"梁洵": 亲眼所见，终生难忘。
"宁小姐": 我记得是叫......《三山谈》？
"梁洵": 宁小姐倒是记得清楚，看来我翻这些书，次数有些多了。
"宁小姐": ......偶然留意而已。
"宁小姐": 有空把它借我一阅吧，我好在一会拜访白叔叔的时候，打发打发时间。
"梁洵": 请便。
"宁小姐": 好......不过......
"梁洵": ......啊，抱歉。
"梁洵": 我来取吧，因为近日看得少，放在高处了。
