
《32.怀黍离》

01.HS-ST-1 禾下梦
"小满": （小声）我希望大荒城年年丰收，岁岁平安。
"衣着华丽的男性": 好，这个愿望我卖给你了，那对应的，你要拿什么来买呢？
"禾生": 小满......这个人看上去很奇怪，我们还是走吧。
"小满": 我没有什么值钱的东西，你可别想骗我的钱。
"衣着华丽的男性": 也不用多么贵重，只要是你喜欢的、看重的物件，都可以拿来交换。
"小满": 小禾！我可以吹那首曲子吗？
"禾生": 曲子？......哪首曲子？
"小满": ......
小满一噘嘴。
"小满": ......你真是个笨水牛！
远处，几只羽兽停在牧兽的背上，用它们长长的喙捉走牧兽身上的小虫。
牧兽闷着头吃草，羽兽蹦蹦跳跳，偶尔伸直脖颈，发出几声愉悦婉转的鸣声。
小满横起自己的笛子，放到嘴边。
风轻轻地伴奏。

山青青呀水悠悠，月光洒在河上慢慢流♪
小船小船摇又晃，我种下种子等花放♪
星星挂在天空不说话，外面飘来的种子发芽啦♪
你坐上小船去远方，稻花儿飘飘落手旁♪
飘呀，飘呀，我送你去远方♪

"衣着华丽的男性": ......不错的报酬，我很喜欢。
"衣着华丽的男性": 这颗石头是你的了，你的愿望会实现的。
"小满": ......哼。
小满放下笛子，瞪了旁边的小禾一眼，跺跺脚跑走了。
"衣着华丽的男性": 姑娘看起来在生气啊，这是怎么回事？
"禾生": ......这首曲子是她给我编的，三年前她送我去考校的时候吹给我的。
"禾生": ......我记得的，只是刚刚没反应过来......
"衣着华丽的男性": 原来如此，有这份心意，倒是难得。
"衣着华丽的男性": 那么，你有没有什么想要和我买的呢？
"禾生": ......我？
"禾生": 多谢您，但我现在没有什么特别想要的东西。
"禾生": 或者说我想要的，也不可能靠买来得到，还是需要我自己去做才行。
"衣着华丽的男性": 不妨说来听听？在下也别无所长，只是去过的地方格外多，能卖的东西也格外多些。
"禾生": ......
"禾生": 你说什么都能卖，那你难道能卖我一个能喂饱天下人的未来吗？
"衣着华丽的男性": ......
"衣着华丽的男性": 能。
"禾生": 你是......什么意思......
"衣着华丽的男性": 货物越精贵要价当然也越高，你的宏伟理想，你打算用什么价钱来买呢？
"禾生": 你......
"左乐": 小禾，剩下那些污染的庄稼我已经收拾了，你看还需要我做——
(震动)
"左乐": 你——
"衣着华丽的男性": 这位公子为何这么盯着我？难道是与在下认识？
"左乐": ......
"左乐": 借一步说话！


  <行动后>


"衣着华丽的男性": ......
"左乐": 绩先生。
"绩": 你就是......左公子吧。
"绩": 初次见面，没什么准备，有失礼数了。
"左乐": 你认识我......？
"奇异的织物": （诡异的长鸣）
左乐右手习惯性摸向平时腰间挂刀的位置，却只摸到一个用于操作农耕装置的天师仪。
这一细小的动作似乎没能逃过男人的眼睛，他嘴角挂上笑意。
"绩": 左公子不必紧张，只是一些无害的小玩意儿。
"左乐": “纺因织果，裁虚为实”......这些东西，是你的造物？
"绩": 举手之劳。
"奇异的织物": （诡异的嘶鸣）
男人轻轻挥了挥手，古怪的生物顷刻间化为缕缕细碎的丝线，继而灰飞烟灭。
"左乐": 你们巨兽代理人的能力，始终让人难以琢磨。
"绩": 不过是些雕虫绣花的功夫，能派上用场的地方不多。
"绩": 涝灾过后，紧跟着的就是虫害和病害。看不见摸不着的灾害难对付，织成具体物件，再去消灭就容易多了。
"绩": 要是让姐姐看到我做这种事，又要责备我“逆天而行”了。
"左乐": 你本不该出现在这里。
"绩": 这里也算是我儿时待过的地方，许多年没有回来过了，有些想念。
"左乐": 像你们这样的存在，竟然也会有“儿时”这样的概念。
"绩": 不论寿命长短，人都有蒙昧无知的时候。那时候见到的新奇事物，印象也会更深一点。
"绩": 对一直陪在身边的人，也总会多挂念一点。
"左乐": 你们几位兄弟姐妹的会面是大事，事先都应该通报司岁台才对。
"绩": 朝廷补给的车队被天灾拦在了半路上，我收到那位老天师的消息后，可是立刻自掏腰包送了这一批应急的货物来。
"绩": 回到这里，我也只是匆匆看了姐姐一眼，那两位妹妹的面都没有见过。司岁台未免有点不近“人”情了？
"左乐": 先生在司岁台的名单里，是需要重点盯防的一位。
"绩": 哪怕这些年，我从来没有做过一件违背规矩的事？
"左乐": 这不该由先生说了算。
"绩": 可左公子现在，不也没穿着秉烛人的制服？
眼前的男人笑了笑，温和，礼貌，从容。
左乐却难自制地感到了一股寒意。
"绩": 其实在下久闻左公子玉名。今日终于得以一见，便想或许可以和左公子交个朋友。
"左乐": ......不用这样客套。
"绩": 前些年逗留百灶，见过不少世家子弟。只论文章才学，其中也有不少人堪称青年才俊。
"绩": 但能真正像左公子这样肯踏踏实实做点实事的人，恐怕按学宫的名单挨个数也数不出几位。
"左乐": ......
"绩": 去年十一月，琅珆山海众勾连匪患，左公子孤身涉险，救出了被困匪窝的数十无辜百姓。
"绩": 年初二月，为了追查那件特殊的酒盏，路上又是凶险无数。
"绩": 不知情的外人只道左公子年纪轻轻身居要职是蒙父辈荫庇，又哪能想到秉烛人的任务有多么凶险？
"绩": 左公子之前的所有努力，难道因为一次失误就要被全盘否定？
"左乐": 这些事情......你没有理由知道。
"绩": 生意人，为了通晓行情，总是习惯多方打听。打听到的东西偶尔也能作为货物售卖。就看客人愿意出多少价钱。
"绩": 我还要知道，什么样的客人会愿意为什么情报付什么价钱。
"绩": 比如，我还知道大荒城北边的河对岸藏着什么，年在这里造的那件工程到底有什么用。
"绩": 我还知道，玉门遭遇天灾一事，你始终怀疑有更高位者从中做梗，但迟迟抓不住线索，对不对？
"左乐": ......
"左乐": 我当然知道先生行事周密，滴水不漏。
"左乐": 可司岁台也绝非无能之辈，但凡有任何蛛丝马迹，司岁台都会一查到底。
"左乐": 在下敬告先生，不要做逾矩之事。
"绩": 这是左公子作为朋友的提醒？
"左乐": 这是我作为司岁台秉烛人的忠告。
"绩": 我想左公子应该是多虑了......整个炎国最精锐的天师尽数留守在大荒城北边的天机阁里，我一个人又能掀起什么风浪呢？
"绩": 比起在下，此时此刻，还是这条河对岸的那些邪祟诡魔，更该让人担心吧。
"左乐": ......什么？
"绩": 左公子大概还不知道，最近三个月以来，天机阁已经死了多少天师？
"左乐": ——！
"左乐": 休要蛊惑人心......
"绩": 生意人诚信为本，我从来不说假话。左公子要是不信，不如自己先去查查。
"绩": 再好好想一想，自己想要做什么。要不要也来找我做一笔交易。

一切都和往常一样。
风声静悄悄的。
牧兽低下头去吃草。
女孩环顾四周。
"小满": 绵绵也是个笨牧兽，每次都跟他说不许乱跑，就是记不住。
"小满": 小禾也是个笨牧兽......吹过的曲子都记不住，笨死了！再也不和他玩了！
宽大的叶片层层叠叠，密得几乎看不到天，风送来稻子的清香。
土地潮湿，女孩向前深一脚浅一脚地踩在地上，拨开遮挡住天空的叶片，往前走着。
"小满": 绵绵——回家啦——
"小满": 绵绵！你怎么又在乱跑？快回棚里去，不然我也要挨批评了！
微风轻拂，牧兽的眼睛水汪汪的，宽大的瞳孔乌黑乌黑，映出天空、云彩、稻田。
小满在牧兽眼中看到了自己的倒影。
"牧兽的声音": 我要走了。
"小满": ......欸？
"牧兽的声音": 我不想再吃草了。
"小满": 什么......？
"小满": 是不是......小禾最近又做出来什么奇奇怪怪的饲料了？
"小满": 我去和他说说，马上就给你们改善伙食！
"牧兽的声音": 这里，很可怕。
"牧兽的声音": 留下来，会死的。
"牧兽的声音": 你要不要和我们一起走？
"小满": 你是说前几天的洪水吗？
"小满": 不用害怕，洪水都已经过去了，我可以给你们造更坚固的房子，再大的天灾来了你们都不用怕，我会保护好你们的！
"牧兽的声音": 不是的。
"牧兽的声音": 那个东西是从河对岸来的。
"牧兽的声音": 看看你脚下。
"小满": 我的脚下......怎么了......？
小满在牧兽眼中看到了自己的倒影。
微风轻拂，牧兽的眼睛水汪汪的，宽大的瞳孔乌黑乌黑，映出天空、云彩、稻田。
女孩环顾四周。
牧兽低下头去吃草。
风声静悄悄的。
一切都和往常一样。
"沉默的樵夫": ......

"禾生": 王伯，您这是在干什么？
"疲惫的职农": 搬树。
"禾生": 搬树？这桃树在这里长得好好的，您怎么突然要搬它？之前那些土木天师们呢？
"疲惫的职农": 搭把手，把这些土堆到旁边去......那些人已经回工厂里，过一会儿就开着车过来运材料了。
"疲惫的职农": 大伙都知道了，这些地是保不住了。
"禾生": ......
"疲惫的职农": 小禾，你平时和大伙都熟，又是天师府的学生，你能不能给我们句准话，这片地到底出了什么问题？
"禾生": 我......我不知道......
"疲惫的职农": ......哼。
"疲惫的职农": 我知道，大人物眼里这一亩三分地都是生意，改成移动地块要花多少钱，又能赚多少钱。
"疲惫的职农": 但这是我们的家！我们祖祖辈辈都住在这！
"疲惫的职农": 张口闭口就是让我们不要这种了这么多年的地方，咋可能！
"禾生": 这也是......我的家......
"禾生": 王伯，我保证，我一定会搞清楚这里发生了什么问题，我会想办法，保下这些地的......
