
《21.理想城：长夏狂欢季》

01.IC-ST-1 旅行前夕
"阿芙朵嘉": 这座城市并没有你们想要的资源，离开吧，如果你们真的不想让血污染这座平和的小城。
"嘉维尔": 都说了是误会。斯第奇想找人帮他修铁道，就把我们骗下来了。
"阿芙朵嘉": ......这不就是被当做苦力了吗，这种当也能上？
"嘉维尔": 喂。
"嘉维尔": 那家伙当时说得可严重了，再加上特米米又夸张了一番......唉，我可是担心得要死，和祖玛玛连夜做好了打硬仗的准备，全速赶过来了。
"特米米": 呜，对不起啦，我只是想让嘉维尔放个假休息一下......
"嘉维尔": 唉，也好......那就趁机放松一下吧。
"阿芙朵嘉": ......所以，你们真的没有恶意？你们不是奉哪位贵族之命来掠夺这里？
"嘉维尔": 信不信由你。
"阿芙朵嘉": ......的确，就算是萨尔贡，也不会招徕你这样粗鲁的人为他们效力吧。
"嘉维尔": 粗鲁？我只是不喜欢废话而已。
"嘉维尔": 我的打算简单得很，就是帮一把那个叫斯第奇的小鬼，给提亚卡乌换点派得上用场的技术，然后走人，就这样。
"嘉维尔": 罗德岛上可还有一堆病人等着我巡房呢。
"阿芙朵嘉": 这么说，你还是个医生？
"嘉维尔": 怎么，不像？我可是有执照的。
"阿芙朵嘉": 要是这位特米米小姐说自己是医生，我还能勉强相信几秒。
"特米米": 啊，当医生我也会的！嘉维尔教过我麻醉术！
"特米米": 找准部位，然后砰的一下——
"特米米": 罗德岛上的大家管这个叫，呃，“嘉维尔式动能麻醉术”。
"嘉维尔": ......你听我解释，这种非常规的手段，就算是我，也只会在比较特殊的情况下使用。
"嘉维尔": 比如说，恰好麻醉剂用完了，补充包又在揍人的时候丢了之类的。
"阿芙朵嘉": ——我还是跟着你们吧。
"阿芙朵嘉": 别想在际崖城乱来，这是我的安身之所，我不会让你们破坏它。
"嘉维尔": 随你。
"阿芙朵嘉": 我会确保你们干完该干的事之后就离开际崖城。
"嘉维尔": 那么，在没干完之前，就悠闲地逛逛街吧。
"特米米": 那个，阿芙朵嘉小姐......你是本地居民，能带我们看看这座际崖城吗？
"阿芙朵嘉": ......我事先说好，如果你们是想查探城内的地形，还是趁早放弃为好。
"特米米": 不、不是的！我是想说......
"特米米": 你的衣品真好！有什么值得一逛的杜林时尚小店吗？我想......观摩一下！
"阿芙朵嘉": ......?
"阿芙朵嘉": 好吧，如果是这样......的确有几个去处。
"阿芙朵嘉": 想看看杜林风格的首饰吗？
"特米米": 想！！

"卡奇·叙光": 斯第奇——
"斯第奇·画布": ......卡奇，你来干什么？
"卡奇·叙光": 之前你总把自己关在房间里，今天真难得。
"斯第奇·画布": 我偶尔也会想晒晒太阳。你特意跑一趟，就是为了说这个？
"卡奇·叙光": 你都想炸了我的滑梯了，还不许我找你聊聊天？
"斯第奇·画布": ......唔，你知道了。
"卡奇·叙光": 耶奇大师告诉我了。
"斯第奇·画布": 这老家伙......你是来兴师问罪的？
"卡奇·叙光": 不，实际上我不反对，这个夏天过得已经够久了。
"卡奇·叙光": 而我们作为建筑设计师，最好的作品永远是下一个，对吧？
"斯第奇·画布": 啧，你就是这一点最让人讨厌。
"卡奇·叙光": 哪点？
"斯第奇·画布": 无时无刻不在冒傻气这一点。
"卡奇·叙光": 哈哈哈，这评价还真高！
"卡奇·叙光": 不过，作为同意你对大滑梯动手的条件，我还想和你聊聊穹顶的事。
"斯第奇·画布": ......没什么好聊的。
"卡奇·叙光": 走吧，我们散散步，你好歹应该在炸了“大水坑”之前，去体验几个项目吧？

"克罗绮·砖石": 还有吗？下一届可以在哪看？！
"克罗绮·砖石": 呼——哈！好酒！依娜姆，你要再来点吗？
"依娜姆": 我这里还有......
"克罗绮·砖石": 喝得也太慢了吧~
"克罗绮·砖石": 那支叫“红酒与咖啡”的队伍也好可惜，就差一点点就能夺冠了！唉！明明离那艘船就差一步了！
"依娜姆": 看来你还算喜欢。
"克罗绮·砖石": 没想到你们地上人的生活，的确比我想象的有趣那么一点！
"克罗绮·砖石": 这到底是什么的录像？
"依娜姆": 多索雷斯的“极限铁人大奖赛”，这是我从一个跑商队的朋友那里搞来的老录像。
"依娜姆": 听说之前出了一次事故，也不知道这几年有没有继续在办了。
"克罗绮·砖石": 欸——我还没看够呢！我想看败者队伍第二年的复仇战！
"依娜姆": 克罗绮，如果引入一点点“竞争”，就连最无聊的娱乐都能刺激不少。
"依娜姆": 一边为自己支持的队伍助威，一边和朋友痛饮麦酒，我想，任何杜林人都不会拒绝这样的生活。
"依娜姆": 而且，赛程期间，酒类和快餐的销售额一般都会翻番。怎么样，很适合杜林们。
"克罗绮·砖石": 平常城里的酒卖得就够好了，恐怕不需要办一场比赛来刺激。
"克罗绮·砖石": 不过，嗯，从玩个痛快的角度看，的确很有诱惑力。
"依娜姆": 我就直说了吧，商业代表。
"依娜姆": 想不想建一条超级水上赛道？


  <行动后>


"奇怪的机械0429": 感觉到，崭新，完整。
"森蚺": 哈哈哈，别围着我转了，小家伙。看到你能恢复活力，我也很高兴。
"奇怪的机械0429": 祖玛玛，检修，很擅长。
"奇怪的机械0429": 祖玛玛，请求协助，小小协助。
"奇怪的机械0429": 编号0428，同伴，已退役，交互不响应，请求协助。
"奇怪的机械0429": 与本机一起出厂，共同建造设施，现在，不响应。
"森蚺": 不响应？
"森蚺": 你别着急，带我去看看。
"奇怪的机械0429": 祖玛玛，这边。
"停止活动的机械": ......
"森蚺": 这些结构，这些部件......唔，果然比起单纯的维修而言，难度是要大一些。
"森蚺": 这是什么原理？这个结构又是干什么的？和大姐的身体完全不一样，也从没听可露希尔师父说过类似的东西。
"森蚺": 如果接上这里......不，还是小心一点，它也是你的朋友吧？
"奇怪的机械0429": 朋友？祖玛玛，多次以朋友定义关系。暂不理解。
"奇怪的机械0429": 检修无法执行？
"森蚺": 如果能找到些资料的话......
"奇怪的机械0429": 资料？图书馆，保存资料。
"森蚺": 你能带我去吗？
"奇怪的机械0429": 辅助导航，光荣的使命。祖玛玛，这边。
"路过的杜林": 真有意思......
"路过的杜林": 一种我从没在书上见过的交互模式，地上人，值得研究。

"醉醺醺的杜林人": 极境，我们来比比谁能头朝下最快从超级旋转滑梯上倒着飞出去，怎么样？
"极境": 哈，让你见识见识什么叫罗德岛的水上传说！
"极境": 棘刺那家伙可是从没在这项目上赢过我！
"斯第奇·画布": 说真的，我没有一点兴趣和你在这里闲逛，我宁愿在该死的阿卡胡拉丛林里被钳兽吃掉。
"卡奇·叙光": 别这么说嘛，斯第奇，我只是真的想听听你的意见。
"卡奇·叙光": 不管际崖城的其他居民怎么认为，我知道谁才是优秀的建筑设计师——无论是你的那位老师，还是你，都当之无愧。
"卡奇·叙光": 这座际崖城了不起的穹顶，我从没在杜林的任何一本建筑学书籍中看过类似的设想，如果你能愿意......
"斯第奇·画布": 如果你把我叫来就是为了这种事，那我建议我们还是不要浪费彼此的时间了。
"卡奇·叙光": 我知道你不喜欢我对“大水坑”的设计，这里的这些滑梯也好，喷泉也好，的确算不上高明。
"卡奇·叙光": 但，斯第奇，你知道我真正想设计的是什么吗？和你一样，是我们头顶的这一片穹顶！我们曾经竞争了那么久的穹顶！
"斯第奇·画布": ......哈哈，在我面前说这些，还真是大胆。你真的很想打架吗？
"卡奇·叙光": 你我是不错的对手。
"斯第奇·画布": 哈！不错的对手！真是高看我了，我们是不是应该拥抱在一起，痛哭流涕一下？
"卡奇·叙光": 我是认真的，斯第奇。
"卡奇·叙光": 我只是想问你，为什么在几年前，你放弃了继续在穹顶改造方案上投入努力？
"卡奇·叙光": 表决大会上再也看不到你的设计，你退出了。难道你真的不再试图用自己的美学来说服人们？
"卡奇·叙光": 难道你真的就接受了芬奇大师的不告而别？他可是你的......
"斯第奇·画布": 别来教训我，卡奇！
"斯第奇·画布": ......我只是腻了，厌烦了，就这么简单。
"斯第奇·画布": 我只是受够了把自己的所有野心都寄托在这个破穹顶上，还要想尽办法说服我们亲爱的际崖城居民们把票投给我。
"斯第奇·画布": 我受够了和你这样“心怀梦想的建筑设计师”一起到处兜售方案的日子了，无聊透顶！
"斯第奇·画布": 听好了，现在我们头顶上的这个玩意，不管它漏水还是爆炸，就算哪天你们投票决定干脆把它拆了——
"斯第奇·画布": 都跟我毫无关系，随你们的便！
"卡奇·叙光": 可这穹顶是你老师......
"斯第奇·画布": 我再说一遍，
(震动)
"斯第奇·画布": 随！
(震动)
"斯第奇·画布": 你！
(震动)
"斯第奇·画布": 们！
(震动)
"斯第奇·画布": 的！
(震动)
"斯第奇·画布": 便！
"卡奇·叙光": 呼，好吧。
"卡奇·叙光": 斯第奇，我本来还想拉你和我合作，我们一起出一套崭新的穹顶方案，一定能说服绝大多数际崖城的居民同意改建。
"卡奇·叙光": 既然你这么不想和穹顶扯上关系，我不会勉强。我尊重你的决定。
"卡奇·叙光": 不过，能不能请你花一点时间，听听我对穹顶改造的新想法？也给我点建议。
"斯第奇·画布": 我完全不在乎——不，你还是先讲讲吧。
"卡奇·叙光": 真的吗？太好了！
"卡奇·叙光": 首先，我认为应该多来点色彩。

"卡奇·叙光": 繁复的几何花纹能增添穹顶的美感！像是玻璃果盘那样！
"卡奇·叙光": 黄色、绿色、红色与蓝色的碰撞！让际崖城的市民们抬头时也能感受到别样的美丽！
"卡奇·叙光": 无论是白天还是夜晚，新的穹顶每时每刻都会是大家视线的焦点！每时每刻都是大家寻找心灵宁静时的港湾！
"卡奇·叙光": 一大块夺目闪耀的宝石！

"卡奇·叙光": 怎么样！就我个人看来，是个十足精彩的设计，有很多创新点，我很满意。不过我也会认真听取你的意见......
"斯第奇·画布": 卡奇。
"卡奇·叙光": 你改主意了？太好了，那我们就一起......
"斯第奇·画布": 不准动这座穹顶哪怕一根手指。我会拼上全力阻止你。
"卡奇·叙光": 你刚才还在说自己根本不在乎，随我的便来着？
"斯第奇·画布": 我原本以为你们想复活这具尸骸，或者干脆埋葬它，我无所谓。
(震动)
"斯第奇·画布": 但你总不能用这种方式亵渎它吧！！！
"卡奇·叙光": 嗯？这不是体现了我的满满尊重吗？
"斯第奇·画布": ——不行，我今天一定要揍你一顿！

"奇怪的机械0429": 检修资料，图书馆，位置：分类档案室五十九区，开放式书架。
"森蚺": 是这里吗？
"奇怪的机械0429": 确认。
"森蚺": 我看看，嗯......这是杜林的文字？完全看不懂。
"奇怪的机械0429": 读取。书名：《大冒险家地上游记》《杜林美酒的127种常见酿造法》
"奇怪的机械0429": 继续检索，新发现：《你从未想过的超疯狂杜林人大计划》《信息控制论基于社会行为影响的研究》......
"森蚺": 小家伙，你确定这里有我们要找的东西吗？
"奇怪的机械0429": 概率：42.377%。杜林人，整理行为少见。
"森蚺": 唔，这边的字我看得懂。
"森蚺": 三个书架的《奇谈怪论》，已经过期十多年了。这一排是维多利亚语的书......居然还有卡西米尔的《红酒报》？
"路过的杜林": 我们会用它们了解地面上的语言、文化和消息。
