
《36.太阳甩在身后》

01.AS-ST-1 辉煌之城
随着悦耳的阵阵铃声响起，女孩眼前的厚重围墙逐渐瓦解为沙土，落在地上，直至露出一个大洞。
佩佩睁大眼睛，从洞中来回穿行几次，又抓起一把地上的沙子。
"佩佩": 有这样的源石技艺你为什么不早用？我刚刚钻洞差点磕到脑袋啊。
"祖拜尔": 你没有提出请求。
"佩佩": 呃......那你赶紧把墙补上吧，一会儿别人路过看见多不好。
"祖拜尔": 如你所愿，女士。
铃声再度响起，黄沙倒流向空中，片刻后，围墙上的洞消失了。
"祖拜尔": 几百年前，此处只是一片黄沙......如今高楼林立，一派繁华景象。
"祖拜尔": 城中河流缓缓流淌，一旁还有灯火映衬，让我回忆起那座建于绿洲中的清泉之城。
"佩佩": 清泉之城？我以为那只是一个美丽的传说，几百年了，从没人到达那里。
"祖拜尔": 不，它确实存在，那里的帕夏暴虐专横，曾数次挑战沙阿的威严，我只能亲自去见见他。
"佩佩": 然后呢......？
"祖拜尔": 它便不复存在了。
"佩佩": ......只是一位帕夏的过错，没必要迁怒一整座城市吧？
"祖拜尔": 除了将那位帕夏斩首于泉池之中，我什么也没干。是被囚禁在那里的奴隶将整座城市付之一炬。
"祖拜尔": 更何况，如果你亲临当地，必定会为城内的脏污与恶臭瞠目结舌，他们喜欢在水中献祭活物，但城里的净水设施......又不是那么先进。
"佩佩": 快停下......我脑子里面有味道了。
"祖拜尔": 是啊。我们现在能去看看这里的河畔风光吗？
"佩佩": 不，别往那边去！
"佩佩": 现在还早，河道那边还灯火通明，如果让人发现博物馆的文物走上了街，阿娜特一定不会放过我的。
"佩佩": 我知道一个地方，跟我来。

"博物馆员工": 阿娜特馆长，我们清点完博物馆展品了，请您确认......
"博物馆员工": ......呃，不好意思，梅捷缇克缇小姐，怎么是您在这里？
"梅捷缇克缇": 阿娜特临时去接待客人了，我来帮她处理一些文件。
"梅捷缇克缇": “帕夏石像并非事故损坏，它的宝石眼珠本来就少了一颗！到底谁记的？”
"博物馆员工": 噗......
"梅捷缇克缇": 我学得很像吧？
"梅捷缇克缇": 不过你们确实把石像记录错了。以后做事细心一点。
"博物馆员工": 是、是吗？！让我看看经手人是......
"博物馆员工": 是吉雅阿和妮雅阿，我记得她们好像是副馆长您的......
"梅捷缇克缇": 咳咳......这边暗阑时代的展览品被统计了两次，到时候记得再对一下。

"祖拜尔": 这里是......？
"佩佩": 是这座城市里我最喜欢的地方。
"祖拜尔": 你喜欢空无一人的街道。
"佩佩": 它白天可不是这样的，这里是米纳特哈玛仪所有商品的集散中心。
"佩佩": 不仅全国各地的商人会来此交易宝石、毛皮、香料、工艺品......其他国家的人也会出现在这里，进行大宗货物贸易。
"佩佩": 要问城内什么地方宝石的数量最多，一定就是这里。
"佩佩": 在大巴扎最深处，有一间专为宝石而建的交易所，几乎全城的宝石都会在那里流通。
"佩佩": 怎么样，你感觉到附近有我们要找的宝石了吗？
"祖拜尔": ......
"佩佩": 你有在听我说话吗？
"祖拜尔": 抱歉......
"祖拜尔": 我只是对这里售卖的工艺品感到好奇，在我的记忆中，这种造型的动物雕塑一般用来守卫坟墓，陪伴亡者。
"祖拜尔": 但它们现在似乎被当成工艺品大肆售卖。
"佩佩": 还真是......观赏性陶瓷雕塑，可用作装饰，装潢家居，一对二十五第纳尔。
"祖拜尔": 不论是墙壁上的彩绘，还是刻在各处的象形文字......很多事物都让我觉得熟悉，但同时却有着浓浓的异样感。
"佩佩": 或许......再去看看其他地方？

"博物馆员工": 对了，梅捷缇克缇女士，各个家族都已经派人来问了。
"博物馆员工": 我想请教一下您，我们要怎么在信函里向那些在意萨尔贡历史庄重性的帕夏们解释这次事故？
"梅捷缇克缇": 哦，就说是临时员工的疏忽，我们已经严肃处理了。
"博物馆员工": ......处理谁？
"梅捷缇克缇": 比如代理馆长之类的。
"博物馆员工": ......啊？
"阿娜特": 真的吗，缇缇？
"阿娜特": 鉴于你的通行证在昨晚和今早都留下了不该有的访问记录......万一有人来调查呢？
"梅捷缇克缇": 胡说，我的记录明明抹得干干净净！
"阿娜特": 嗯......你终于承认了。
"梅捷缇克缇": 我不是......不是，我......
"阿娜特": 放心好了，这些小事我会想办法遮掩过去，但......在漫灌节前夕发生古尸异变这样的意外可没有那么好糊弄。
"梅捷缇克缇": 你打算怎么办？
"阿娜特": 我想关闭博物馆直到风波平息。
"梅捷缇克缇": 这怎么行！

"祖拜尔": 哦，看那座风塔！
"佩佩": 这不就是最常见的高塔建筑吗？将高处循环的凉风向下引导，使其通过带有斜边的垂直开口。
"祖拜尔": 然后凉爽的空气便能进入底下的空间，而底下原本炎热的空气便能从对边的开口被推出。
"佩佩": 我不知道你还了解建筑学。
"祖拜尔": 不甚了解，我只是见过发明这种结构的建筑师，那是位才华横溢的人。
"佩佩": 你还是没有感受到宝石吗？
"祖拜尔": 很抱歉......它们并不在附近，或许我可以讲一些其他事情给你听。
"祖拜尔": 你难道不好奇那些宝石为何能够保存人的记忆与意识吗？
"佩佩": 好吧......
"佩佩": 你还真问到我心坎上了，我之前一直猜想是与长生军相关的古老萨卡兹巫术。
"祖拜尔": 在我所生活的那个时代，人们会将人的生命分为“躯”“名”“格”三个部分。
"祖拜尔": “躯”即为现实的躯体，“名”即被他人知晓的身份，而“格”则意味着人格阅历、喜怒哀乐，“格”是一个人的本源。
"祖拜尔": 若想生命不朽，便要将这三个部分一同保存。
"祖拜尔": “躯”可以更换为更为坚硬的物质，“名”只要能一直被后人传颂，便可永葆活力。
"佩佩": 我知道，这便是萨尔贡贵族头衔的传承起源。
"祖拜尔": 但只有“格”......它是其中最脆弱的部分。
"祖拜尔": 在暗阑时代，人们发现使用特殊的源石回路将其镌刻在纯净的宝石上，通过特殊的方法，可以“保存”一部分。
"佩佩": 正如你胸膛中的宝石......
"祖拜尔": 是的。
"佩佩": 我只在一些古籍和铭文中见到过这样的称谓......历史研究者们认为这只是古人对生命有限的蒙昧认知。
"祖拜尔": 不，那只是曲解。
"祖拜尔": 可能......它真正的奥秘——印刻生命历程的方式，早已失落在时光之中。
"佩佩": 或许，还是保存了一些......在这座城市中，依然能找到嵌刻了源石回路的宝石。
"佩佩": 去年有颗宝石，其中的源石回路只是因为能够小范围改变环境温度便被拍出难以想象的高价。
"祖拜尔": 啊，时光或许会保留下一些东西，但往往是以面目全非的方式。
"佩佩": ......太阳马上就要升起来了，我们得在博物馆开门前回去，走吧，祖拜尔。
"佩佩": 博物馆就在前面了，这次我可不想再钻洞了，用你的源石技艺抄近路好了。
"祖拜尔": 慢着，佩佩......
"佩佩": 你感受到宝石在附近了吗？
"祖拜尔": 不......不是......
"祖拜尔": 我想看一眼太阳升起的样子。
"祖拜尔": 我想看一眼就算是时间，也无力改变的事物。
"佩佩": ......
"佩佩": 好吧，就一小会儿。

(日光)
"祖拜尔": 真是幸运，它依旧明亮，灿烂......光芒四射。
"祖拜尔": 依旧带给我温暖。
"祖拜尔": 我问候你，哈拉赫特。
祖拜尔曾深埋于黄沙之下，与黑暗相伴，沉睡了几百年。
面对城市东方升起的太阳，他将眼睛缩成一条窄缝，直视那光焰万丈的巨轮。
久违的日光洒在他身上，与他黄金的躯壳相映生辉。
夺目的光芒让佩佩觉得有些睁不开眼。
"祖拜尔": 我们该回去了吗？
"佩佩": 你要是喜欢晒太阳，可以再待一会儿。
"佩佩": 我们还有一些时间，一点点。
"阿雅吉": 太阳又升起来了。
"阿雅吉": 四天，不对，这是第五天了......娜仁图亚已经失联五天了。
"阿雅妮": 别走神，阿雅吉！这是精密活儿！
"阿雅妮": 你没记错吧？当时我们从博物馆出来，通讯器就是掉进这个下水口了，对吧？
"阿雅吉": 我肯定没记错。
"阿雅妮": 那就怪了，我们每天都来捞，怎么一直没捞到？
"阿雅吉": 捞不到就联系不上娜仁图亚，联系不上娜仁图亚，我们......我们该干什么？
"阿雅妮": ......我记得娜仁图亚嘱托过，她不在的时候，我们应该自己想办法搞钱。
"阿雅吉": 你说得对，阿雅妮！
"阿雅吉": 我们要搞笔大的。
"阿雅吉": 这样我们才买得起新通讯器，才能跟老大联系上！
"阿雅吉": 走吧，我们回博物馆继续打工。
"阿雅妮": 好......
"阿雅妮": 欸？
"阿雅妮": 等等，阿雅吉，好像钩住东西了！

"满怀期待的女人": ......怎么样，拉恕尔大人？
"满怀期待的女人": 您看这深邃如夜空的色泽，还有这表面浮现出的层层曲纹，就像岩浆在上面缓缓淌过一样......
"满怀期待的女人": 听说这是几十年前从深层黑曜石矿脉中挖出来的，您也知道汐斯塔火山现在的情况，这东西可是稀世之宝。
"满怀期待的女人": 城内的宝石商人都不敢随意为它估价，这几天您又不在宝石交易所，我一直在等您回来......
"拉恕尔": 很抱歉，这块宝石上并没有源石回路。
"拉恕尔": 恐怕我无法给出很高的收购价格。
原本停落在监管人手杖上的蓝色羽兽飞起来，衔走了那颗黑曜石，轻轻放在了秤上。
短暂晃动后，秤盘归于静止，年轻的监管人看向秤上刻痕的示数。
"拉恕尔": 三百七十第纳尔。
"满怀期待的女人": 怎、怎么会？有位汐斯塔收藏家出了很高的价格，换算过来估计有三万七千第纳尔。
"满怀期待的女人": ......拉恕尔大人，您会不会看错了？
"拉恕尔": 如果不信任我，你可以去找那位收藏家交易。
"满怀期待的女人": 不，不是的，拉恕尔大人，您别误会......
"满怀期待的女人": 我不是不信任“监管人的眼睛”与“监管人的秤”，只是在伦蒂尼姆、龙门或者汐斯塔——
"拉恕尔": 这里是米纳特哈玛仪。
"拉恕尔": 这里的璀璨瑰美之物不可胜数。你随手掬起的沙土，可能都曾是一颗颗灿若星辰的宝石。
"拉恕尔": 正因如此，比起作为装饰品的价值，我们更看重宝石本身所具备的特殊能力。
"拉恕尔": 一颗没有源石回路的黑曜石绝不会有特别的功能，三百七十第纳尔是我能给的最高报价了。

"阿雅吉": 从下水道里捡来的石头真的会值钱吗？
"阿雅妮": 这可是用宝石铺路的城市。你把它放在阳光下看看。
"阿雅吉": 我应该看出来什么？
"阿雅妮": ......没什么。有点像我牙刷的塑料握柄。
"阿雅吉": 别难过，阿雅妮。就算不值钱，也能帮上娜仁图亚的大事业。
"阿雅吉": 比如，等她回来之后，让她能连喝一周加了柠檬片与椰枣干的冰水。

"阿雅妮": 喂，服务前台后面的小哥！
"拉恕尔": ......你在叫我？
"阿雅妮": 嗯嗯，你是这里的接待员吧？
"拉恕尔": 接待员？不——
"阿雅妮": 哎呀，我们第一次来这地方，来这地方......做什么来着？阿雅吉？
"阿雅吉": 来做宝石鉴定，然后把宝石卖个好价钱！
"阿雅妮": 对，就是这样。请问接待员小哥你知道鉴定宝石要去哪里排队吗？
"拉恕尔": ......把宝石给我吧，我可以鉴定。
"阿雅吉": 噢，这就是宝石交易所吗，真厉害，竟然连前台接待员也会鉴定宝石......
"拉恕尔": 初步看来，这是一颗低净度的粉蓝宝石。
