
《27.空想花庭》

01.HE-ST-1 奉上冠冕
"福尔图娜": 我们只是、只是吵了一架，菲娜要我的守护铳，我该给她的，我为什么不给她？
"福尔图娜": 都是我不好......！
"修道院主教": 别怕，别怕，孩子，别害怕。
"费德里科": 从现有的情况判断，我认为这是一场不包含主观加害意图的意外伤害事件。
(震动)
"修道院主教": 住口！执行者！
"修道院主教": 你在指控这个孩子......伤害了她的同胞？！
"修道院主教": 你竟敢做出这种指控——？！
"费德里科": ......这是最合理的推测。
"费德里科": 戒律带来的排斥并非无法克服，无意走火的状况更是时有发生。
(震动)
"修道院主教": ......一派胡言！
"福尔图娜": 不......他说得对......是我，是我扣了扳机！
"修道院主教": 福尔图娜！可你......
"福尔图娜": ......斯特凡诺爷爷，是我的错，要怎么惩罚我都可以！
"福尔图娜": 可是菲娜还在......她受伤了！求您救救菲娜！
"修道院主教": 好，好，我现在就去——
"斯普莉雅": 我去吧。
"斯普莉雅": 急救我擅长，告诉我在什么地方。
"福尔图娜": 就在、就在我的房间......
"克莱芒": 我可以带路！
"修道院主教": ......
"修道院主教": 拜托你了，克莱芒。
"斯普莉雅": 少说废话，快点。

"克莱芒": 在这边，请跟我来！
"克莱芒": 到了，就是这里！
"克莱芒": 门没有关上......

"克莱芒": 好多血......
(震动)
"克莱芒": 德尔菲娜！
"斯普莉雅": 小点声！你想让所有人都知道这里出事了吗！
"斯普莉雅": 让开，让我看看！
"斯普莉雅": ......不行。伤势太严重，血止不住。
"斯普莉雅": 而且她的伤......
"斯普莉雅": ......
"克莱芒": 现在该怎么办？
"克莱芒": 花......对了！我记得主教阁下说过圣堂的花也能当药用！对，对，一定能......
"克莱芒": 我这就去摘！
"斯普莉雅": 别去了。
"克莱芒": 别拦着我！立刻、立刻去的话，也许还来得及——
"斯普莉雅": 去了也没用！就算止住血，也来不及了！
"克莱芒": 什么意思？怎么会没用......
"斯普莉雅": 没用。
"斯普莉雅": 在极近距离中弹，大量失血，探查不到鼻息。
"斯普莉雅": 我试了急救，但没什么效果，她的心跳没能恢复。
"克莱芒": 没有呼吸......也没有心跳......
"斯普莉雅": 很大可能是一击毙命。
"斯普莉雅": 这女孩已经死了。

"里凯莱": 我把大门关上了，好在附近没有其他人，应该没有多少目击者。
"里凯莱": 现在要怎么处理？
"费德里科": 等待斯普莉雅的处理结果。
"费德里科": 堕天使的光环产生色变，她堕天的速度很快。
"费德里科": 为修道院内部的稳定考虑，我的建议是：立刻取消布道，对内封锁这一消息。
"修道院主教": ......
"费德里科": 我有一个提议。
"费德里科": 为避免发生不必要的冲突，接下来一段时间，由我与我的同僚接管这里的巡逻工作。
"费德里科": 所有居民应当尽快回到各自房间，等待明日的最终决议。
"费德里科": 这可以最大限度地确保不再发生其他意外事件。
"修道院主教": ......执行者阁下，在修道院的归属尚未落定前，这里还不是拉特兰的领土！
"费德里科": 我很清楚。
"修道院主教": ......修道院内部的问题我们自会解决，不敢劳动拉特兰的客人。
"修道院主教": 执行者阁下也说了，这只是一场意外事故，德尔菲娜现在如何尚不确定，一切可能只是虚惊一场......
"费德里科": 不论是否是意外，她已经堕天。
"费德里科": 堕天使相关问题必须由教宗阁下与枢机团亲自判断并处理。
"修道院主教": ......你要将这孩子带回拉特兰，可我从未在拉特兰城中见过头生双角的萨科塔，从未！
"修道院主教": 你说，执行者阁下，这要我如何能够相信你所谓的处理？
"里凯莱": 那个......费德里科，我稍微提醒一下，教宗阁下是不是说要你注意点，别闹出太大矛盾来着？
"费德里科": 什么？我没有制造矛盾。
"里凯莱": 呃，好吧。我的意思是......嗯，你的方式可以再稍微缓和一点......
"费德里科": ......我不理解你的意思。
"费德里科": 但是感谢你的提议。
"里凯莱": 你......唉，算了。
"里凯莱": 我觉得......在这里争论也不会有结果。既然我们暂时不会离开，不如先找个地方让这位，嗯，福尔图娜小姐稍微休息一会。
"里凯莱": 等搞清楚具体情况，大家都稍微平静一些，再来商量具体的解决办法也不迟嘛。
"里凯莱": 主教阁下也不必对拉特兰这么没有信心，类似的例子之前也不是没有过，只要确实不是恶意违反戒律，应该还是不会受太重责罚的。
"里凯莱": 对吧，费德里科？
"费德里科": 对。但这不属于你有权限透露的情报，里凯莱。
"里凯莱": 特殊情况，特殊情况。
"修道院主教": ......
"里凯莱": 两位都考虑一下？
"费德里科": 我没有意见。
"修道院主教": 可是......
"福尔图娜": ......斯特凡诺爷爷，别说了......
"福尔图娜": 是我的错......不论什么样的处罚，我都会接受......
"修道院主教": 福尔图娜！
"福尔图娜": 我跟你走，这位先生......
"里凯莱": 那就这么定了。
"里凯莱": 我送福尔图娜小姐去休息，两位就在这里冷静一下。

"里凯莱": 这里的房间看起来还不错。呃......很宽敞。
"里凯莱": 不要太担心，你的事情比较特殊，教宗阁下应该会亲自过问。只要不是故意伤人，应该不会太严重。
"福尔图娜": ......
"福尔图娜": ......菲娜她......
"里凯莱": 菲娜，是那位......受伤的萨科塔公民？
"里凯莱": 目前还不能确定对方的状态，我的同事应该已经在处理了。往好处想，或许没有那么严重。
"福尔图娜": ......
"福尔图娜": 我的角......
"里凯莱": 嗯？
"福尔图娜": 为什么我会长出这样的......
"福尔图娜": 和萨卡兹一样的角......？
"里凯莱": 这个啊，其实我也不那么清楚......总之，等到了拉特兰会有人告诉你的。
"里凯莱": 暂时就在这里好好休息吧。
"福尔图娜": ......好的。
"里凯莱": 我会待在门外，如果有什么问题，可以敲门喊我。

"里凯莱": 唉......不知道费德里科会怎么处理。
"里凯莱": ......
"里凯莱": 你知道吗，其实我还是个挺敏感的人来着。如果有人鬼鬼祟祟地躲在我背后，我会忍不住流冷汗。
"里凯莱": 别藏了，出来吧，奥伦。
"？？？": ......
"奥伦": 能问一句吗，你是怎么发现我的？
"里凯莱": 其实我只是想诈你一下，没想到你真的会出现。
"奥伦": ......你指望我会相信这话？
"里凯莱": 为什么不呢？左右我也不亏。
"奥伦": 算了吧，里凯莱，你这个骗子。
"里凯莱": 别这么说，至少我比斯普莉雅要更诚实。
"里凯莱": 斯普莉雅是你那边的人对吧，她说了谎。
"里凯莱": 不......也不能算是说谎，她只是没有把话说全。
"奥伦": 这话从何谈起？
"里凯莱": 之前在问到和你有关的问题时，她只说“懒得管你”，没给出其他任何信息。
"里凯莱": 她在回避费德里科的问题。
"奥伦": ......就凭这个，你就判定她说了谎？一般人不会这么想吧？
"里凯莱": 可能是因为我也挺擅长这么干。而且，看看这里的情况，很容易就能猜到你会怎么行动，我猜费德里科应该也猜到了。
"奥伦": 难缠的家伙。
"奥伦": 我果然还是该找个时间拉他喝一杯。
"里凯莱": 然后被他押送回教皇厅？
"奥伦": 这座修道院里的客人比你想的还要大牌得多。到时候费德里科不一定还有心思抓我。
"里凯莱": ......听起来这里的麻烦真不少。
"里凯莱": 所以，奥伦，你和斯普莉雅的计划具体是什么？
"奥伦": 听了我的计划，你就会帮我？
"里凯莱": 这个嘛......不一定。
"里凯莱": 这要等我先听了才能决定。

"斯普莉雅": 费德里科，有个坏消息。
"斯普莉雅": 呃......等会，现在你旁边有其他人吗？
"费德里科": 里凯莱不在。
"斯普莉雅": 谁管他在不在！
"斯普莉雅": 我是问......那个叫福尔图娜的女孩在旁边吗？
"费德里科": 不在。里凯莱已经将她送往住宿区。
"费德里科": 如果你有任何发现，请说。我需要确认受到攻击的公民的生理状态。
"斯普莉雅": ......行，那我直说了——我们到的时候已经太迟了。
"费德里科": 确认死亡？
"斯普莉雅": 确认。是铳造成的致命伤。除非真有奇迹，否则没可能起死回生。
"斯普莉雅": 对了，和我一起来的那位叫克莱芒的先生，他说要去摘点花，我没管他，随他去了。
"斯普莉雅": 那家伙走的时候失魂落魄的......
"费德里科": 花？
"斯普莉雅": 就是那个资料里说的修道院特产。现在好像没剩多少了，不重要。
"斯普莉雅": 这件事确实是个意外，费德里科，那姑娘没说谎。铳走火。这事......或许没那么严重......
"费德里科": 教宗阁下会判断。
"斯普莉雅": 好吧......就连莫斯提马那样的都没事，我相信我们的教宗阁下会一如既往地宽厚仁慈。
"斯普莉雅": 一会我会联系里凯莱让他爱去哪就去哪，那姑娘我来盯着，不会让她到处乱跑。
"斯普莉雅": 至于蕾缪安和奥伦那边......
"费德里科": 奥伦·亚吉奥拉斯是否已与你取得联系？
"斯普莉雅": ......你是在怀疑我？
"费德里科": 依我判断，是的。
"费德里科": 奥伦的行动并没有受到限制，没有与教皇厅取得联络是他的主观行为。
"费德里科": 事情牵扯到萨卡兹，我推测奥伦不会直接离开这里，如果他想要有所行动，一定会需要取得配合。
"斯普莉雅": 所以你怀疑到我头上......但里凯莱呢？你不怀疑？
"费德里科": 里凯莱单独行动的时间没有你充足。他的嫌疑程度在你之下。
"斯普莉雅": 哈哈哈，你真聪明，费德里科。
"斯普莉雅": 我的回答是：拒绝回答。这些都是你自己猜的，我可什么都没说。
"斯普莉雅": 那就这样，回头再联系。
"斯普莉雅": 哦对了，那位主教阁下在吗？
"费德里科": 在。
"斯普莉雅": 呃......刚刚的消息要和他再说一遍吗？
"费德里科": 不用。
"费德里科": 他已经听到了。
"修道院主教": ......德尔菲娜......
"修道院主教": 我必须要亲自去确认。我得去......看看那孩子......
"费德里科": 阁下有行动的自由。
"费德里科": 但斯普莉雅不会判断错误，我不推荐额外耗费时间再去确认。
"费德里科": 初步推测奥伦·亚吉奥拉斯仍停留在此，并有所谋划。
"费德里科": 现在我需要详细了解他失踪前，于修道院内停留期间的所有行动，以及近期修道院人员往来情况，请你配合。
"修道院主教": ......
"修道院主教": 执行者阁下，于你而言，何为必要？你要如何区分必要与否？
"修道院主教": 你当真听不见同胞的恸哭？情感于你真就如此不值一提？
"费德里科": ......我不否认。
"修道院主教": 若真是如此，你不配为乐园之先驱。
"修道院主教": 若你代表拉特兰......
"修道院主教": 那么，拉特兰不配为我所信仰。
"费德里科": ......
"费德里科": 请阁下回答我的问题：奥伦在修道院内是否有异常举动？近期是否有他人在修道院内停留？
"修道院主教": ......我与你已无话好说。
"修道院主教": 请自便吧，执行者阁下。

"蕾缪安": ......
"蕾缪安": 看完了......
"蕾缪安": 这么厚的一本手记，亏他真的用完了最后一页纸。
蕾缪安舒了一口气，合上面前陈旧的素色笔记本。
