
《10.破碎日冕》

01.10-1 被追逐者
"推进之王": 小心一些，我们还没踏入高墙，博士不想看见有人受伤。
"罗德岛干员": 好的......你们也是！
"蔓德拉": ......一锤子把我的造物砸碎了？
"蔓德拉": 这家伙......和维多利亚士兵一样可恶！
"蔓德拉": 虽然我也没使什么力......尝尝这个！
"罗德岛干员": 推进之王，闪开！
(震动)
"推进之王": ......有人替我打掉了威胁？
"推进之王": 白轮，你看到是谁了吗？
"罗德岛干员": 没有，太乱了，我看不清楚。
"推进之王": 阿米娅，战场上还有别的人在。
"推进之王": 除了我们、深池还有萨卡兹以外......
"推进之王": 而且，他们看起来并不是敌人。
(震动)
"深池士兵": 长官，战况对我们不太有利......您能不能让这面墙......
"蔓德拉": 这面墙......呵......我倒是幻想过很多次......
"蔓德拉": 算了，真到了那一天，领袖来了，我们不是没有机会。
"蔓德拉": 现在还不是说这些胡话的时候，我们必须再忍耐一段时间......
"蔓德拉": 你们也听着些，动起手来收敛些，不要留什么破绽，我不想让那个叫曼弗雷德的魔族佬提前来找我们麻烦。

"曼弗雷德": 四分钟。我们还要再等四分钟。
"曼弗雷德": 正好，我们的战士也还没尽兴。要守住一座像伦蒂尼姆这样的城市，和在荒郊野岭打劫拉特兰商队相比，算得上天差地别。
"赫德雷": 熟人相会，还不用担心对方是不是随时惦记着自己的脑袋，我可没资格抱怨这生活。
"曼弗雷德": 别把你自己和他们混为一谈。
"曼弗雷德": 没几个雇佣兵会和你一样，能忍受那种被关在小院子里天天看书的生活。
"赫德雷": 我记得你把我捞出来，并且把剑还给我的时候，我是说了谢谢的。
"曼弗雷德": 行了，我让你帮我，不是为了听你说这些。
"赫德雷": ......我知道。
"赫德雷": 你需要雇佣兵，而且不是借一两次力量那种需要。
"曼弗雷德": 嗯......而你是其中最出色的那一个。
"曼弗雷德": 正好，最近又有几支雇佣兵军团加入了我们，里面有几位还是你在疤痕商场的老熟人。
"赫德雷": 摄政王开的价码，很少有雇佣兵能够拒绝。
"曼弗雷德": 他们所图的已不仅仅是完成一两个合同之后能换取的一点奖赏。
"曼弗雷德": 我们跟随着摄政王离开卡兹戴尔的时候，每一位战士所持的武器都不一样，有的人穿着的盔甲上一秒还穿在敌人身上。
"曼弗雷德": 而现在呢？
"曼弗雷德": 你也看见了，伦蒂尼姆的工厂日夜不停地在为我们生产防具与武器。我们的部队有了新的规制，接受统一的号令。
"曼弗雷德": 我们正前所未有地团结，而这份团结使我们比以往更强大。
"赫德雷": 是啊，整个维多利亚......不，整个泰拉都看在眼里。
"赫德雷": 这都在摄政王的计算之内。
"曼弗雷德": 在一年之前，他们还可笑地以为伦蒂尼姆的军队是如何坚不可摧，他们以为我们只是服务于某一位公爵的雇佣兵。
"曼弗雷德": 当雇佣兵信奉的不再只有利益......他们都会看见我们萨卡兹能做到什么。
"赫德雷": ......不再效忠于利益的雇佣兵，还是雇佣兵吗？
"曼弗雷德": 我们并未要求这些同胞彻底抛下雇佣兵的身份，是他们找到了追随摄政王的其他理由。
"曼弗雷德": 他们相信摄政王正在改变萨卡兹的生活，除了居无定所的劫掠者与为他族权势者服务的工具之外，萨卡兹有机会为自己挣来新的身份。
"赫德雷": ......只有有家的人，才有身份。
"赫德雷": “当萨卡兹渴望战争时，萨卡兹即战争本身——”
"曼弗雷德": “——而在每一场战争结束后，萨卡兹亦有家可归。”
"曼弗雷德": 这是摄政王对所有在伦蒂尼姆的萨卡兹说的话，当时你也在觐见之列。那是我们第一次会面。
"曼弗雷德": 那一天，我就问过你对这句话的想法。
"赫德雷": “只要是从卡兹戴尔的废墟中爬出来的战士，谁能拒绝这样的愿景？”
"曼弗雷德": 我上次听见这个回答，还是三年前。
"曼弗雷德": 如今你已经从那座宅邸里走了出来，站到了我的身侧。
"曼弗雷德": 你的想法......依旧不变？
"赫德雷": 曼弗雷德，你已经得到了我的效忠。
"曼弗雷德": ......
"曼弗雷德": 你的左眼，还疼吗？
"赫德雷": 一年过去，早就好了。
"曼弗雷德": 我......希望你明白。自从那一天起，我就从未怀疑我们之间的友谊。
"曼弗雷德": 但你知道我指的是什么。
"赫德雷": ......赦罪师们不会放下对任何一名雇佣兵的戒心。这是他们为摄政王效力的方式。
"赫德雷": 而我......我的工作不会是为了向某些人证明自己的忠心，这只会成为我在战场上拔剑的阻碍。
"曼弗雷德": 所以你的答案依旧是“不”。
"曼弗雷德": ......这也不错。
"曼弗雷德": 有时候我也更需要一位朋友，为此，卡兹戴尔可以忍受暂时少一位校官。
(震动)
"萨卡兹战士": 将军，准备好了！
"曼弗雷德": 很好。
"曼弗雷德": 传令巡逻队，立刻撤退。
"曼弗雷德": 启动自动瞄准系统，输入远程打击目标——
"曼弗雷德": ——坐标，萨迪恩区，三零九号出入口。
"曼弗雷德": 我们过去几个月的努力终于要见到结果。
"曼弗雷德": 赫德雷，你想按下启动键吗？

"伦蒂尼姆市民？": 中尉，深池看起来快要赢了。
"号角": ......不是深池要赢了，但这不重要。
"号角": 别管他们谁输谁赢，重要的是他们彼此牵制。
"号角": 这就是我们需要的局面，一个能让你们冲到前面去的局面。
"伦蒂尼姆市民？": 冲到前面去......？
"号角": 嗯，趁他们没办法把注意力放在我们身上。这是你们逃出城的好时机。
"伦蒂尼姆市民？": 不......不！
"号角": 呃，罗本？你在想什么？
"伦蒂尼姆市民？": 中尉，我不想走了。
"号角": 你......
"伦蒂尼姆市民？": 我要留下来。
"号角": 这可能是你们撤离伦蒂尼姆的唯一机会！
"号角": 今天发生了这场混战，明天这扇门就会被萨卡兹堵上。
"号角": 把你们的武器藏起来，混在前面那些奔逃躲避的平民里！走，往前走！
"伦蒂尼姆市民？": ......我们不该就这样逃走。
"伦蒂尼姆市民？": 中尉，我们还可以战斗。
(震动)
"伦蒂尼姆市民？": 您看见了吗？我刚才射倒了一个深池士兵！我还伤到了两个萨卡兹！
"伦蒂尼姆市民？": 这把弩......很粗糙，与我们惯常使用的制式军弩完全不同。
"伦蒂尼姆市民？": 是您做的，是吗？您连武器都需要亲手来做，难道不需要更多一起奋战的战友？
"号角": 不是我需不需要的问题......
"号角": 你们不愿意这就走，我也不会强迫你们。
"号角": ......我不想再下令让一个不愿意离开的士兵离开战场了。
"伦蒂尼姆市民？": 中尉......
"号角": 先不说这些。
"号角": 我们必须马上离开这里。
"号角": 最好的时机只有此刻，你们不想往前走，那好，我们一起后撤！

"阿米娅": 博士，萨卡兹士兵们在离开战场。
"阿米娅": 本来就有些奇怪，他们竟然跟我们还有深池混战了这么久，却既没有派来援军，也没有对深池赶尽杀绝......
"阿米娅": 这不像我熟悉的萨卡兹战士的作战风格，就连W带去整合运动的雇佣兵都比他们打得用心。
选项：
    分支1：很不对劲。

"阿米娅": 博士，我们是不是掉进陷阱了？
"阿米娅": 这场冲突，来得又巧合又突然......就好像，有人想把我们都聚在一起，然后......
"阿米娅": 呃，这陷阱真的是为我们准备的吗？
"阿米娅": 推进之王小姐说，她在战场上发现了其他人，他们也和我们一样，混在人堆里......而且看起来也站在平民一边。
"阿米娅": 他们会不会才是萨卡兹士兵在抓捕的对象？
选项：
    分支1：作战干员马上撤出交战区。
    分支2：侦察小组，掩护作战干员和平民撤退。
    分支3：所有人，就近找掩体准备撤离！

"推进之王": ......博士下令撤退了。
"因陀罗": 啊？我们马上就能把人都救完了！
"推进之王": 博士一定有自己的判断。我们走。
"因陀罗": ......啧。
"伦蒂尼姆市民": 女士，因陀罗女士！我、我在这里——
"因陀罗": 托马斯？
"推进之王": 别过去！
"因陀罗": 我......

(震动)

火光在一瞬间填满了每个人的视野。
滚烫的热流几乎熔化了所有能触及到的物体。
没有太多完整的碎片飞出来，但剧烈的震动提醒着幸存者们，自己刚才距离死亡只有一步之遥。
而这威胁正来自头顶。
"因陀罗": ......怎么回事？！
"因陀罗": 有人从空中丢炸弹下来？这地面上......突然就......炸开了这么大的坑？！
"因陀罗": 托马斯......咳咳，烟这么大，什么都看不见啊！
"达格达": 因陀罗！
"达格达": 你听见了，推进之王让你停下。
"因陀罗": 好吧，你又救了我一次。
"达格达": 知道就行了，赶紧走——


  <行动后>


"深池士兵": 啊！升降梯倒了——
"深池士兵": 再往下一点点，我、我的腿就......
(震动)
"蔓德拉": ......拉住我。
(震动)
"蔓德拉": 我是说拉住我的造物！
"蔓德拉": 笨蛋......你别把我也拽倒了啊！带着你们，我本来就很难浮起来！
"深池士兵": 长、长官......谢谢......
"蔓德拉": 下回滚得更机灵些，少给我添乱。
"深池士兵": 长官，小心！
(震动)
"蔓德拉": 这是......是炮弹？
"蔓德拉": 不，要比一般的榴弹炮厉害得多......
"蔓德拉": ......而且，仅仅瞄准了这一小块区域？
"蔓德拉": ......
"蔓德拉": 曼弗雷德......你是不是早就在看着了？！
"蔓德拉": 该死的心机深沉的魔族佬！
(震动)
"蔓德拉": 听好了，都给我停止行动！这些萨卡兹没有追的必要了，至于那个司机......
"蔓德拉": ......死了。
"蔓德拉": 这倒霉地方......

"号角": ......
"伦蒂尼姆市民？": 中尉，这、这是......
(震动)
"号角": ............
"伦蒂尼姆市民？": 城防炮怎么会......
"号角": ......伦蒂尼姆的防御墙建成近七十年。
"号角": 这是第一次......
"号角": 墙上的防御炮，瞄准目标包含了......城内。

"曼弗雷德": 威力不错。
"曼弗雷德": 只用上了一成火力，就能轻松熔毁普通结构。
"赫德雷": ......这可是伦蒂尼姆的城防武器。
"曼弗雷德": 还只是副炮。
"曼弗雷德": 我们的武器专家说，如果我能启动主炮，这些炮能轻松击穿任意一艘高速战舰的装甲。
"赫德雷": 武器专家......是那位城防军工兵队的军官？
"曼弗雷德": 多亏你帮我抓到了他和他的妻女。
"赫德雷": ......他还活着？
"曼弗雷德": 萨卡兹还用得上他，他就不会死。
"曼弗雷德": 炮手，瞄准十一号升降梯。
(震动)
"曼弗雷德": ......偏了。
"曼弗雷德": 可惜，准度还需要提升。
"赫德雷": 毕竟这些炮口原本只能对外。
"曼弗雷德": 对外......在我们进入伦蒂尼姆之前，这些城防炮瞄准的是城外大公爵的军队。
"曼弗雷德": 当我们假借平息公爵争端的名义入城的时候，它们甚至都没有把我们的人纳入过瞄准范围——
